,identificador,ssoo,avg_tiempo_pag1,vistas_pag1,vistas_unicas_pag1,avg_tiempo_pag2,vistas_pag2,vistas_unicas_pag2,avg_tiempo_pag3,vistas_pag3,vistas_unicas_pag3,sesiones,vistas,vistas_unicas,duracion_media_sesion,vistas_user_error,vistas_process_error,avg_tiempo_proceso,avg_tiempo_no_proceso,0,1,Predict,Y
846,295665u,1,7.2,10,3,0.0,1.0,1.0,0.0,0.0,0.0,108,1127,414,214.712962963,0.0,0.0,7.2,207.512962963,1.0,0.0,0,0
847,295675u,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,43,331,132,85.3488372093,0.0,0.0,0.0,85.3488372093,1.0,0.0,0,0
848,295682u,0,158.5,2,2,4.0,1.0,1.0,23.0,1.0,1.0,60,652,244,131.3,0.0,0.0,185.5,-62.2,0.1,0.9,1,1
849,295688u,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,79,777,309,183.936708861,0.0,0.0,5.0,178.936708861,1.0,0.0,0,0
850,29568u,0,16.3333333333,3,2,6.5,4.0,2.0,14.25,4.0,2.0,84,876,361,173.202380952,0.0,0.0,37.0833333333,133.619047619,0.0,1.0,1,1
851,295691u,1,15.0,2,1,21.0,2.0,1.0,13.0,1.0,1.0,37,456,202,318.675675676,0.0,0.0,49.0,260.675675676,0.0,1.0,1,1
852,295694u,2,17.25,4,3,7.0,2.0,2.0,17.5,2.0,2.0,58,598,241,327.586206897,0.0,0.0,41.75,279.836206897,0.0,1.0,1,1
853,295710u,1,9.5,12,6,21.4285714286,7.0,4.0,25.5833333333,12.0,2.0,28,604,142,531.678571429,4.0,0.0,56.5119047619,470.166666667,0.0,1.0,1,1
854,295718u,0,23.6666666667,3,2,6.0,1.0,1.0,26.0,1.0,1.0,54,637,257,121.981481481,0.0,0.0,55.6666666667,58.3148148143,0.0,1.0,1,1
855,295736u,1,60.0,1,1,10.0,1.0,1.0,25.0,1.0,1.0,30,371,138,444.266666667,0.0,0.0,95.0,343.266666667,0.0,1.0,1,1
856,295739u,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,118,976,382,348.644067797,0.0,0.0,0.0,348.644067797,1.0,0.0,0,0
857,295753u,0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5,70,30,570.2,0.0,0.0,3.0,567.2,1.0,0.0,0,0
858,295765u,0,17.6666666667,3,3,6.33333333333,3.0,3.0,20.0,4.0,3.0,37,532,224,314.648648649,0.0,0.0,44.0,266.981981982,0.0,1.0,1,1
859,295779u,1,17.6,5,4,5.0,3.0,3.0,7.33333333333,3.0,3.0,44,709,276,226.681818182,0.0,0.0,29.9333333333,190.081818182,0.0,1.0,1,1
860,295783u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,35,294,109,85.1142857143,0.0,0.0,3.0,82.1142857143,1.0,0.0,0,0
861,295788u,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,12,141,54,256.916666667,0.0,0.0,0.0,256.916666667,1.0,0.0,0,0
862,295807u,0,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10,123,49,118.1,0.0,0.0,7.0,111.1,1.0,0.0,0,0
863,295822u,1,7.5,2,2,1.0,2.0,2.0,3.5,2.0,2.0,50,501,202,117.88,0.0,0.0,12.0,103.38,0.0,1.0,1,1
864,295830u,1,3.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,17,253,93,265.764705882,0.0,0.0,3.0,262.764705882,1.0,0.0,0,0
865,295838u,0,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,22,275,96,157.545454545,0.0,0.0,7.0,150.545454545,1.0,0.0,0,0
866,29583u,1,16.5,2,1,22.0,1.0,1.0,29.0,1.0,1.0,8,138,49,389.25,0.0,0.0,67.5,321.75,0.1,0.9,1,0
867,295841u,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,100,1708,424,148.15,0.0,0.0,1.0,147.15,1.0,0.0,0,0
868,29584u,1,20.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4,56,20,551.25,0.0,0.0,20.0,531.25,1.0,0.0,0,0
869,295870u,1,18.5882352941,17,7,10.875,8.0,6.0,0.0,0.0,0.0,20,509,98,411.3,0.0,0.0,29.4632352941,381.836764706,1.0,0.0,0,0
870,295875u,0,10.0,1,1,4.0,1.0,1.0,14.0,1.0,1.0,116,906,413,160.724137931,0.0,0.0,28.0,128.724137931,0.0,1.0,1,1
871,295888u,0,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,132,1153,362,73.3106060606,0.0,0.0,10.0,63.3106060606,1.0,0.0,0,0
872,295889u,1,11.3333333333,3,1,5.0,1.0,1.0,22.0,1.0,1.0,19,216,71,268.526315789,0.0,0.0,38.3333333333,217.192982456,0.0,1.0,1,1
873,29589u,0,6.5,2,2,2.0,1.0,1.0,9.0,1.0,1.0,39,467,210,209.41025641,0.0,0.0,17.5,189.91025641,0.0,1.0,1,1
874,295919u,1,22.0,2,1,68.0,1.0,1.0,36.2,10.0,1.0,27,337,110,232.703703704,3.0,0.0,126.2,106.503703704,0.7,0.3,0,0
875,295924u,1,27.5,2,2,9.5,2.0,2.0,10.0,2.0,2.0,88,1085,443,235.068181818,0.0,0.0,47.0,183.568181818,0.0,1.0,1,1
876,295925u,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,7,75,27,95.1428571429,0.0,0.0,0.0,95.1428571429,1.0,0.0,0,0
877,295927u,1,18.0,11,4,70.0,1.0,1.0,0.0,0.0,0.0,26,599,137,450.384615385,0.0,0.0,88.0,362.384615385,1.0,0.0,0,0
878,295930u,0,10.5,2,2,2.5,2.0,2.0,21.0,2.0,2.0,81,594,289,66.2716049383,0.0,0.0,34.0,29.2716049383,0.0,1.0,1,1
879,29594u,2,22.5,2,2,4.0,1.0,1.0,11.0,1.0,1.0,85,615,313,122.752941176,0.0,0.0,37.5,79.252941176,0.0,1.0,1,1
880,295952u,1,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,18,200,63,406.555555556,0.0,0.0,6.0,400.555555556,1.0,0.0,0,0
881,295966u,0,40.0,1,1,19.0,1.0,1.0,26.0,1.0,1.0,32,266,128,75.5625,0.0,0.0,85.0,-14.4375,0.1,0.9,1,1
882,295967u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,19,384,81,334.684210526,0.0,0.0,4.0,330.684210526,1.0,0.0,0,0
883,295981u,1,7.0,1,1,2.0,1.0,1.0,13.0,1.0,1.0,125,796,361,169.376,0.0,0.0,22.0,140.376,0.0,1.0,1,1
884,295982u,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10,76,36,398.0,0.0,0.0,0.0,398.0,1.0,0.0,0,0
885,295983u,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,30,276,97,196.533333333,0.0,0.0,1.0,195.533333333,1.0,0.0,0,0
886,295996u,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,82,569,278,160.743902439,0.0,0.0,1.0,159.743902439,1.0,0.0,0,0
887,2959u,1,14.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,6,102,37,551.833333333,0.0,0.0,14.0,537.833333333,1.0,0.0,0,0
888,296008u,1,10.75,4,2,9.33333333333,3.0,2.0,11.6666666667,3.0,2.0,30,283,125,298.6,0.0,0.0,31.75,262.85,0.0,1.0,1,1
889,296017u,0,8.4,5,5,4.0,1.0,1.0,15.0,1.0,1.0,266,2800,969,348.823308271,0.0,0.0,27.4,318.423308271,0.0,1.0,1,1
890,296040u,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,86,652,330,117.11627907,0.0,0.0,8.0,109.11627907,1.0,0.0,0,0
891,296058u,1,11.0,5,1,8.0,3.0,1.0,8.75,4.0,1.0,28,368,125,444.75,1.0,0.0,27.75,407.0,0.1,0.9,1,1
892,29605u,1,6.66666666667,3,1,11.5,2.0,1.0,10.0,1.0,1.0,35,255,106,193.942857143,0.0,0.0,28.1666666667,160.776190476,0.0,1.0,1,1
893,296067u,0,3.5,2,1,1.0,2.0,1.0,5.5,2.0,1.0,10,140,58,168.3,0.0,0.0,10.0,157.3,0.2,0.8,1,1
894,296072u,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,22,168,63,78.2727272727,0.0,0.0,8.0,70.2727272727,1.0,0.0,0,0
895,296077u,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5,95,33,64.2,0.0,0.0,10.0,54.2,1.0,0.0,0,0
896,29607u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3,30,15,229.0,0.0,0.0,4.0,225.0,1.0,0.0,0,0
897,296086u,0,20.0,2,2,2.0,2.0,2.0,19.2,5.0,2.0,19,174,79,102.578947368,0.0,0.0,41.2,57.378947368,0.2,0.8,1,1
898,296115u,1,17.75,4,2,6.0,2.0,2.0,10.0,2.0,2.0,57,632,211,152.49122807,0.0,0.0,33.75,105.24122807,0.0,1.0,1,1
899,296124u,1,3.57142857143,7,2,9.6,5.0,2.0,2.0,1.0,1.0,9,330,52,393.888888889,0.0,0.0,15.1714285714,378.717460318,0.3,0.7,1,0
900,296137u,1,6.0,3,2,7.0,2.0,2.0,10.0,1.0,1.0,46,300,145,77.9130434783,0.0,0.0,23.0,39.9130434783,0.0,1.0,1,1
901,296178u,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,55,10,651.0,0.0,0.0,8.0,643.0,1.0,0.0,0,0
902,296180u,0,7.5,2,1,2.5,2.0,1.0,451.5,2.0,1.0,123,783,346,43.8861788618,0.0,0.0,461.5,-417.613821138,0.7,0.3,0,0
903,296186u,0,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,17,264,91,252.294117647,0.0,0.0,13.0,239.294117647,1.0,0.0,0,0
904,296198u,0,4.8,5,4,0.333333333333,4.0,4.0,4.66666666667,3.0,3.0,33,433,161,210.03030303,0.0,0.0,9.8,200.23030303,0.0,1.0,1,1
905,296210u,1,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,43,320,150,193.325581395,0.0,0.0,15.0,178.325581395,1.0,0.0,0,0
906,296229u,1,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,40,317,134,233.4,0.0,0.0,12.0,221.4,1.0,0.0,0,0
907,296231u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,7,85,36,233.857142857,0.0,0.0,3.0,230.857142857,1.0,0.0,0,0
908,296236u,0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11,175,48,276.272727273,0.0,0.0,1.0,275.272727273,1.0,0.0,0,0
909,296239u,1,17.0,1,1,15.0,1.0,1.0,8.0,1.0,1.0,29,312,141,141.0,0.0,0.0,40.0,94.0,0.0,1.0,1,1
910,296243u,1,24.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11,90,48,77.1818181818,0.0,0.0,24.0,53.1818181818,1.0,0.0,0,0
911,296259u,1,22.3333333333,3,1,17.0,2.0,1.0,51.0,1.0,1.0,12,152,48,289.916666667,0.0,0.0,90.3333333333,176.583333334,0.2,0.8,1,1
912,296263u,0,4.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,132,1697,682,132.196969697,0.0,0.0,4.5,127.696969697,1.0,0.0,0,0
913,296271u,0,13.0,1,1,4.0,1.0,1.0,9.33333333333,3.0,1.0,91,751,342,120.043956044,0.0,0.0,26.3333333333,88.7106227107,0.0,1.0,1,1
914,296281u,0,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,43,360,176,51.1162790698,0.0,0.0,15.0,36.1162790698,1.0,0.0,0,0
915,29629u,0,26.6666666667,3,2,3.0,2.0,2.0,10.0,2.0,2.0,144,866,423,124.298611111,0.0,0.0,39.6666666667,79.1319444443,0.0,1.0,1,1
916,296301u,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,9,172,55,240.111111111,0.0,0.0,0.0,240.111111111,1.0,0.0,0,0
917,29630u,1,37.75,4,3,11.5,2.0,2.0,25.5,4.0,2.0,55,377,156,156.927272727,1.0,0.0,74.75,70.677272727,0.0,1.0,1,1
918,296314u,1,30.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,14,160,45,176.428571429,0.0,0.0,30.0,146.428571429,1.0,0.0,0,0
919,296341u,0,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,50,561,216,141.74,0.0,0.0,5.0,136.74,1.0,0.0,0,0
920,296347u,1,10.0,1,1,5.0,1.0,1.0,25.0,1.0,1.0,17,244,98,382.352941176,0.0,0.0,40.0,330.352941176,0.0,1.0,1,1
921,296349u,0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,319,3892,1194,408.354231975,0.0,0.0,3.0,405.354231975,1.0,0.0,0,0
922,296361u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,9,5,305.0,0.0,0.0,4.0,301.0,1.0,0.0,0,0
923,29637u,1,12.8,5,2,4.0,2.0,2.0,5.0,1.0,1.0,16,173,70,93.375,0.0,0.0,21.8,71.575,0.3,0.7,1,0
924,296396u,1,2.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,15,249,74,316.0,0.0,0.0,2.0,314.0,1.0,0.0,0,0
925,296415u,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,22,168,72,124.318181818,0.0,0.0,2.0,122.318181818,1.0,0.0,0,0
926,296432u,0,24.0,1,1,11.0,1.0,1.0,10.0,1.0,1.0,86,540,263,82.7209302326,0.0,0.0,45.0,34.7209302326,0.0,1.0,1,1
927,296443u,1,5.5,2,2,5.0,2.0,2.0,7.5,2.0,2.0,8,182,64,215.5,0.0,0.0,18.0,191.5,0.1,0.9,1,1
928,29644u,0,5.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,35,250,108,50.7714285714,0.0,0.0,5.0,45.7714285714,1.0,0.0,0,0
929,296453u,1,37.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,52,537,183,247.5,0.0,0.0,37.0,210.5,1.0,0.0,0,0
930,29646u,1,12.6153846154,13,4,8.8,5.0,4.0,11.5,2.0,2.0,41,377,151,168.707317073,0.0,0.0,32.9153846154,128.791932458,0.0,1.0,1,1
931,296470u,1,8.5,2,1,15.5,2.0,1.0,12.0,1.0,1.0,17,174,86,129.823529412,0.0,0.0,36.0,85.823529412,0.1,0.9,1,1
932,296471u,1,17.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,27,183,79,149.0,0.0,0.0,17.5,131.5,1.0,0.0,0,0
933,296496u,1,15.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,92,978,346,189.173913043,0.0,0.0,15.0,174.173913043,1.0,0.0,0,0
934,296498u,0,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,35,377,144,202.028571429,0.0,0.0,12.0,190.028571429,1.0,0.0,0,0
935,29649u,1,27.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,63,552,213,137.984126984,0.0,0.0,27.0,110.984126984,1.0,0.0,0,0
936,296517u,1,17.5,2,2,5.5,2.0,2.0,6.5,2.0,2.0,24,296,105,211.166666667,0.0,0.0,29.5,175.666666667,0.0,1.0,1,1
937,296518u,0,11.0,1,1,2.0,1.0,1.0,10.0,1.0,1.0,8,82,34,75.5,0.0,0.0,23.0,49.5,0.0,1.0,1,1
938,296519u,1,11.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,29,310,117,135.689655172,0.0,0.0,11.5,124.189655172,1.0,0.0,0,0
939,296529u,0,21.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,30,368,147,254.6,0.0,0.0,21.0,233.6,1.0,0.0,0,0
940,296531u,0,10.5,2,2,4.0,1.0,1.0,10.0,1.0,1.0,90,798,374,151.411111111,0.0,0.0,24.5,122.911111111,0.0,1.0,1,1
941,296542u,1,6.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,109,1011,414,164.733944954,0.0,0.0,6.0,158.733944954,1.0,0.0,0,0
942,296546u,1,22.5714285714,7,3,11.75,4.0,3.0,7.0,3.0,3.0,65,1079,452,202.830769231,0.0,0.0,41.3214285714,156.176007326,0.0,1.0,1,1
943,296550u,0,30.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,20,341,95,133.95,0.0,0.0,30.0,103.95,1.0,0.0,0,0
944,296587u,1,10.6666666667,6,2,0.0,0.0,0.0,0.0,0.0,0.0,32,316,134,74.03125,0.0,0.0,10.6666666667,63.3645833333,1.0,0.0,0,0
945,296606u,0,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,45,434,176,296.577777778,0.0,0.0,13.0,283.577777778,1.0,0.0,0,0
946,296609u,1,7.33333333333,3,3,3.66666666667,3.0,3.0,10.0,3.0,3.0,21,181,88,107.571428571,0.0,0.0,21.0,82.2380952377,0.0,1.0,1,1
947,296641u,0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4,57,20,166.25,0.0,0.0,3.0,163.25,1.0,0.0,0,0
948,296661u,1,13.0,2,1,15.0,1.0,1.0,0.0,0.0,0.0,25,349,109,329.2,0.0,0.0,28.0,301.2,1.0,0.0,0,0
949,296680u,0,11.5,4,4,8.5,2.0,2.0,8.33333333333,6.0,2.0,172,1396,543,166.313953488,0.0,0.0,28.3333333333,134.480620155,0.1,0.9,1,1
950,296689u,1,27.0,1,1,3.0,1.0,1.0,8.0,1.0,1.0,32,302,131,140.71875,0.0,0.0,38.0,98.71875,0.0,1.0,1,1
951,296690u,0,31.0,1,1,11.0,1.0,1.0,17.0,1.0,1.0,104,933,468,157.144230769,0.0,0.0,59.0,85.144230769,0.1,0.9,1,1
952,296693u,1,7.0,2,2,3.5,2.0,2.0,9.5,2.0,2.0,27,281,117,121.814814815,0.0,0.0,20.0,98.814814815,0.0,1.0,1,1
953,296706u,1,8.0,2,2,4.0,2.0,2.0,36.0,2.0,2.0,4,46,34,98.5,0.0,0.0,48.0,41.0,0.3,0.7,1,1
954,296715u,0,52.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,44,486,198,359.818181818,0.0,0.0,52.0,307.818181818,1.0,0.0,0,0
955,296716u,1,8.66666666667,3,3,4.33333333333,3.0,3.0,8.33333333333,3.0,3.0,34,348,164,117.294117647,0.0,0.0,21.3333333333,91.294117647,0.0,1.0,1,1
956,296726u,1,19.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,25,277,115,89.64,0.0,0.0,19.0,70.64,1.0,0.0,0,0
957,296733u,0,27.0,3,2,11.0,1.0,1.0,15.0,1.0,1.0,78,844,371,211.794871795,0.0,0.0,53.0,151.794871795,0.1,0.9,1,1
958,296740u,0,12.6666666667,3,1,7.0,1.0,1.0,14.0,1.0,1.0,16,336,94,490.375,0.0,0.0,33.6666666667,456.708333333,0.1,0.9,1,0
959,296743u,0,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,17,107,67,90.6470588235,0.0,0.0,8.0,82.6470588235,1.0,0.0,0,0
960,296744u,0,19.0,1,1,3.0,1.0,1.0,11.0,1.0,1.0,68,706,295,211.411764706,0.0,0.0,33.0,173.411764706,0.1,0.9,1,1
961,296749u,0,4.0,5,3,3.66666666667,3.0,2.0,8.0,2.0,2.0,42,402,148,224.928571429,0.0,0.0,15.6666666667,205.761904762,0.0,1.0,1,1
962,296768u,0,10.6666666667,3,2,7.0,2.0,2.0,9.25,4.0,2.0,95,521,288,100.389473684,0.0,0.0,26.9166666667,61.4728070173,0.0,1.0,1,1
963,296785u,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,75,421,207,50.6133333333,0.0,0.0,0.0,50.6133333333,1.0,0.0,0,0
964,296789u,0,17.5,4,2,0.0,0.0,0.0,0.0,0.0,0.0,117,845,430,120.760683761,0.0,0.0,17.5,103.260683761,1.0,0.0,0,0
965,29681u,0,4.33333333333,3,2,0.0,0.0,0.0,0.0,0.0,0.0,63,479,204,116.793650794,0.0,0.0,4.33333333333,112.460317461,1.0,0.0,0,0
966,296829u,1,13.4,5,2,19.5,2.0,1.0,0.0,0.0,0.0,27,264,89,240.851851852,0.0,0.0,32.9,207.951851852,1.0,0.0,0,0
967,296849u,1,3.57142857143,7,4,3.75,4.0,3.0,3.5,2.0,2.0,50,655,258,174.6,0.0,0.0,10.8214285714,162.278571429,0.0,1.0,1,1
968,296879u,0,35.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,14,210,66,299.928571429,0.0,0.0,35.0,264.928571429,1.0,0.0,0,0
969,29689u,1,6.25,4,1,8.0,2.0,1.0,14.0,1.0,1.0,13,304,91,317.384615385,0.0,0.0,28.25,286.134615385,0.0,1.0,1,1
970,2968u,1,7.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,19,228,89,141.684210526,0.0,0.0,7.5,134.184210526,1.0,0.0,0,0
971,296909u,0,21.6,5,4,6.0,4.0,3.0,13.5,6.0,3.0,176,1500,543,105.573863636,0.0,0.0,41.1,59.473863636,0.0,1.0,1,1
972,29690u,1,8.5,2,2,2.0,2.0,2.0,9.0,2.0,2.0,29,203,95,157.620689655,0.0,0.0,19.5,131.120689655,0.0,1.0,1,1
973,296914u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6,160,52,212.333333333,0.0,0.0,2.0,210.333333333,1.0,0.0,0,0
974,296921u,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,52,597,286,319.403846154,0.0,0.0,4.0,315.403846154,1.0,0.0,0,0
975,296936u,0,6.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,101,1184,395,200.732673267,0.0,0.0,6.0,194.732673267,1.0,0.0,0,0
976,296938u,0,18.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,84,697,316,159.178571429,0.0,0.0,18.0,141.178571429,1.0,0.0,0,0
977,296939u,0,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,96,862,295,71.6666666667,0.0,0.0,2.0,69.6666666667,1.0,0.0,0,0
978,296941u,1,6.33333333333,3,3,3.0,3.0,3.0,6.33333333333,3.0,3.0,23,279,192,177.391304348,0.0,0.0,15.6666666667,158.391304348,0.0,1.0,1,1
979,296956u,1,9.5,2,1,5.0,1.0,1.0,25.0,1.0,1.0,32,171,103,89.03125,0.0,0.0,39.5,32.53125,0.1,0.9,1,1
980,296964u,1,23.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,23,198,89,195.086956522,0.0,0.0,23.0,172.086956522,1.0,0.0,0,0
981,296977u,1,10.0,1,1,3.0,1.0,1.0,12.0,1.0,1.0,19,166,72,259.473684211,0.0,0.0,25.0,231.473684211,0.0,1.0,1,1
982,296998u,0,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,21,482,95,105.380952381,0.0,0.0,10.0,95.380952381,1.0,0.0,0,0
983,297010u,0,12.5,2,1,2.0,1.0,1.0,10.0,1.0,1.0,15,126,52,56.5333333333,0.0,0.0,24.5,29.0333333333,0.0,1.0,1,1
984,29701u,1,26.0,4,2,7.0,2.0,1.0,10.0,1.0,1.0,72,754,304,101.597222222,0.0,0.0,43.0,55.597222222,0.0,1.0,1,1
985,297041u,1,28.0,2,2,12.0,2.0,2.0,20.0,2.0,2.0,52,514,197,337.596153846,0.0,0.0,60.0,271.096153846,0.0,1.0,1,1
986,297049u,1,4.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,22,371,124,260.090909091,0.0,0.0,4.5,255.590909091,1.0,0.0,0,0
987,297050u,1,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,23,293,75,298.869565217,0.0,0.0,13.0,285.869565217,1.0,0.0,0,0
988,297051u,0,11.6666666667,3,3,0.0,0.0,0.0,0.0,0.0,0.0,72,842,315,189.930555556,0.0,0.0,11.6666666667,178.263888889,1.0,0.0,0,0
989,297080u,1,16.0,2,1,6.0,1.0,1.0,29.3333333333,3.0,1.0,21,219,70,160.952380952,2.0,0.0,51.3333333333,109.619047619,0.5,0.5,0,0
990,297098u,1,2.85714285714,7,5,11.0,2.0,1.0,13.0,1.0,1.0,40,834,260,304.425,0.0,0.0,26.8571428571,259.567857143,0.3,0.7,1,1
991,297111u,1,6.0,4,4,2.5,4.0,4.0,15.5,4.0,4.0,16,193,83,106.9375,0.0,0.0,24.0,80.1875,0.1,0.9,1,1
992,297112u,0,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,76,1292,299,254.302631579,0.0,0.0,8.0,246.302631579,1.0,0.0,0,0
993,297142u,1,6.5,3,2,29.0,1.0,1.0,0.0,0.0,0.0,35,223,114,140.342857143,0.0,0.0,35.5,104.842857143,1.0,0.0,0,0
994,29714u,0,12.3333333333,3,3,0.0,0.0,0.0,0.0,0.0,0.0,80,864,342,196.5875,0.0,0.0,12.3333333333,184.254166667,1.0,0.0,0,0
995,297153u,1,5.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,89,507,231,184.04494382,0.0,0.0,5.0,179.04494382,1.0,0.0,0,0
996,297157u,1,25.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,71,717,249,226.816901408,0.0,0.0,25.0,201.816901408,1.0,0.0,0,0
997,297171u,1,9.0,2,1,22.0,1.0,1.0,0.0,0.0,0.0,65,258,157,211.892307692,0.0,0.0,31.0,180.892307692,1.0,0.0,0,0
998,297177u,1,8.33333333333,3,3,0.0,0.0,0.0,0.0,0.0,0.0,57,396,183,81.9473684211,0.0,0.0,8.33333333333,73.6140350878,1.0,0.0,0,0
999,297195u,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,72,829,388,201.013888889,0.0,0.0,0.0,201.013888889,1.0,0.0,0,0
1000,297198u,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,19,168,59,167.421052632,0.0,0.0,1.0,166.421052632,1.0,0.0,0,0
1001,297199u,1,34.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,21,202,69,332.857142857,0.0,0.0,34.0,298.857142857,1.0,0.0,0,0
1002,297202u,1,0.0,2,1,0.0,1.0,1.0,0.0,3.0,1.0,102,746,382,146.31372549,2.0,0.0,0.0,146.31372549,0.4,0.6,1,1
1003,297209u,0,3.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,24,333,120,297.041666667,0.0,0.0,3.0,294.041666667,1.0,0.0,0,0
1004,297219u,1,7.0,9,6,0.0,0.0,0.0,0.0,0.0,0.0,17,158,69,103.117647059,0.0,0.0,7.0,96.117647059,1.0,0.0,0,0
1005,297229u,0,17.0,2,1,5.0,1.0,1.0,13.0,1.0,1.0,155,2021,532,528.238709677,0.0,0.0,35.0,485.238709677,0.0,1.0,1,1
1006,297233u,1,26.0,1,1,6.0,1.0,1.0,9.0,1.0,1.0,16,178,70,133.9375,0.0,0.0,41.0,79.9375,0.0,1.0,1,1
1007,297243u,1,20.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,13,52,24,136.0,0.0,0.0,20.0,116.0,1.0,0.0,0,0
1008,297250u,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,93,875,382,221.010752688,0.0,0.0,1.0,220.010752688,1.0,0.0,0,0
1009,297255u,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,22,162,80,133.363636364,0.0,0.0,3.0,130.363636364,1.0,0.0,0,0
1010,29727u,0,18.0,1,1,21.0,2.0,1.0,15.0,1.0,1.0,38,427,145,194.894736842,0.0,0.0,54.0,137.894736842,0.0,1.0,1,1
1011,29728u,1,2.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,86,670,302,124.988372093,0.0,0.0,2.5,122.488372093,1.0,0.0,0,0
1012,29729u,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,20,256,98,173.3,0.0,0.0,7.0,166.3,1.0,0.0,0,0
