,identificador,Página,Promedio de tiempo en la página,Número de visitas a páginas,Número de visitas a páginas únicas
54111,51167u,page1,15.0,2,2
54112,51167u,page4,6.5,2,2
54113,51167u,page2,5.5,2,2
54114,52382u,page1,6.0,1,1
54115,254742u,page3,4.5,2,2
54116,254742u,page1,3.25,5,3
54117,254742u,page2,2.33333333333,3,2
54118,254742u,page4,2.0,2,2
54119,50025u,page1,3.0,1,1
54120,217168u,page1,11.0,1,1
54121,50331u,page1,15.0,2,2
54122,162674u,page3,9.0,1,1
54123,162674u,page1,9.0,1,1
54124,162674u,page4,5.0,1,1
54125,162674u,page2,3.0,1,1
54126,274701u,page3,12.0,2,2
54127,274701u,page2,11.5,2,2
54128,274701u,page1,7.0,2,2
54129,274701u,page4,5.0,2,2
54130,26110u,page2,16.0,1,1
54131,26110u,page1,13.8,5,4
54132,74208u,page1,0.0,1,1
54133,176736u,page1,7.0,2,1
54134,262840u,page1,10.5,2,2
54135,71358u,page1,8.33333333333,3,2
54136,71358u,page3,6.0,2,2
54137,71358u,page2,3.0,2,2
54138,71358u,page4,3.0,2,2
54139,113774u,page1,0.0,1,1
54140,267770u,page3,13.0,1,1
54141,267770u,page1,8.0,1,1
54142,267770u,page4,7.0,1,1
54143,267770u,page2,2.0,1,1
54144,234420u,page3,11.3333333333,3,3
54145,234420u,page1,6.0,3,3
54146,234420u,page4,4.0,3,3
54147,234420u,page2,2.33333333333,3,3
54148,74777u,page3,16.0,1,1
54149,74777u,page1,11.0,1,1
54150,74777u,page2,5.0,1,1
54151,74777u,page4,4.0,1,1
54152,125448u,page1,16.0,1,1
54153,125448u,page2,8.0,1,1
54154,125448u,page3,8.0,1,1
54155,125448u,page4,4.0,1,1
54156,255349u,page1,0.0,1,1
54157,12188u,page1,10.0,1,1
54158,244502u,page3,9.75,8,8
54159,244502u,page1,6.72727272727,11,8
54160,244502u,page2,3.66666666667,12,8
54161,244502u,page4,1.875,8,8
54162,280541u,page1,16.0,1,1
54163,69638u,page1,5.0,1,1
54164,145584u,page2,6.0,2,2
54165,145584u,page1,4.25,4,2
54166,84849u,page1,15.5,2,1
54167,84849u,page3,13.0,1,1
54168,84849u,page2,8.0,1,1
54169,84849u,page4,6.0,1,1
54170,160896u,page1,2.0,1,1
54171,148900u,page1,5.0,1,1
54172,264353u,page1,6.0,1,1
54173,28203u,page3,12.0,4,4
54174,28203u,page1,10.6,5,4
54175,28203u,page4,7.75,4,4
54176,28203u,page2,4.0,4,4
54177,226068u,page1,0.0,1,1
54178,145811u,page1,26.0,1,1
54179,145811u,page3,11.0,1,1
54180,145811u,page2,8.0,1,1
54181,145811u,page4,6.0,1,1
54182,102582u,page1,5.0,1,1
54183,75526u,page4,101.0,1,1
54184,75526u,page3,13.0,1,1
54185,75526u,page1,11.6666666667,3,2
54186,75526u,page2,9.0,2,2
54187,196211u,page3,16.0,1,1
54188,196211u,page1,14.0,6,2
54189,196211u,page4,8.0,1,1
54190,196211u,page2,4.0,1,1
54191,184143u,page1,17.3333333333,3,2
54192,184143u,page2,7.0,2,2
54193,292330u,page1,24.8,5,4
54194,292330u,page3,12.75,4,3
54195,292330u,page2,5.0,3,3
54196,292330u,page4,2.66666666667,3,3
54197,22792u,page1,24.0,1,1
54198,22792u,page3,10.0,1,1
54199,22792u,page4,10.0,1,1
54200,22792u,page2,7.0,1,1
54201,132224u,page3,21.5,2,1
54202,132224u,page4,7.0,1,1
54203,132224u,page1,6.66666666667,6,2
54204,132224u,page2,3.33333333333,3,1
54205,226167u,page3,40.0,2,1
54206,226167u,page1,27.3333333333,3,2
54207,226167u,page2,8.5,2,1
54208,226167u,page4,7.0,1,1
54209,109810u,page1,5.0,1,1
54210,98657u,page1,24.0,1,1
54211,98657u,page3,13.0,1,1
54212,98657u,page4,11.0,1,1
54213,98657u,page2,3.0,1,1
54214,214282u,page1,20.0,2,2
54215,293962u,page1,15.0,1,1
54216,139049u,page3,26.5,2,2
54217,139049u,page1,21.75,4,4
54218,139049u,page2,6.5,2,2
54219,139049u,page4,4.0,2,2
54220,37528u,page2,0.0,1,1
54221,37528u,page3,0.0,1,1
54222,37528u,page1,0.0,1,1
54223,37528u,page4,0.0,1,1
54224,199843u,page3,12.0,1,1
54225,199843u,page1,10.5,2,1
54226,199843u,page2,6.0,1,1
54227,101671u,page1,28.0,1,1
54228,101671u,page3,13.0,2,1
54229,101671u,page2,8.0,1,1
54230,101671u,page4,8.0,1,1
54231,52861u,page3,16.0,1,1
54232,52861u,page1,13.0,1,1
54233,52861u,page4,3.0,1,1
54234,52861u,page2,2.0,1,1
54235,136180u,page3,10.0,1,1
54236,136180u,page1,6.5,2,2
54237,136180u,page4,5.0,1,1
54238,136180u,page2,2.0,1,1
54239,169415u,page1,7.0,1,1
54240,109978u,page1,4.0,1,1
54241,136120u,page3,10.0,1,1
54242,136120u,page4,9.0,1,1
54243,136120u,page1,4.7,11,3
54244,136120u,page2,2.0,1,1
54245,224215u,page1,6.33333333333,4,3
54246,85976u,page1,19.6666666667,3,3
54247,85976u,page3,18.3333333333,3,2
54248,85976u,page4,11.0,1,1
54249,85976u,page2,8.0,2,2
54250,211672u,page1,1.0,1,1
54251,229460u,page3,10.0,1,1
54252,229460u,page1,9.0,1,1
54253,229460u,page4,6.0,1,1
54254,229460u,page2,3.0,1,1
54255,273841u,page1,0.0,1,1
54256,256442u,page1,19.0,1,1
54257,163502u,page1,19.5,2,1
54258,163502u,page2,13.0,1,1
54259,163502u,page3,13.0,1,1
54260,163502u,page4,8.0,1,1
54261,195320u,page2,12.8,5,1
54262,195320u,page1,8.58333333333,12,2
54263,149609u,page1,17.0,1,1
54264,149609u,page3,16.0,1,1
54265,149609u,page4,12.0,1,1
54266,149609u,page2,7.0,1,1
54267,266748u,page1,2.0,1,1
54268,139648u,page1,3.0,1,1
54269,142938u,page1,9.0,1,1
54270,211321u,page1,47.0,1,1
54271,211321u,page2,8.0,1,1
54272,229084u,page1,9.0,1,1
54273,296531u,page1,10.5,2,2
54274,296531u,page3,10.0,1,1
54275,296531u,page2,4.0,1,1
54276,296531u,page4,4.0,1,1
54277,156826u,page1,14.5,2,2
54278,156826u,page3,9.0,2,2
54279,156826u,page2,2.5,2,2
54280,156826u,page4,2.5,2,2
54281,187400u,page1,2.0,1,1
54282,223089u,page1,0.75,4,2
54283,223089u,page3,0.333333333333,3,1
54284,223089u,page2,0.0,1,1
54285,223089u,page4,0.0,1,1
54286,122304u,page1,16.0,3,3
54287,122304u,page3,12.6666666667,3,3
54288,122304u,page2,7.0,3,3
54289,122304u,page4,4.0,3,3
54290,226614u,page1,14.0,1,1
54291,241325u,page1,12.0,1,1
54292,40454u,page3,7.0,1,1
54293,40454u,page2,5.0,2,1
54294,40454u,page1,4.0,3,1
54295,40454u,page4,3.0,1,1
54296,276707u,page1,29.0,1,1
54297,213014u,page2,13.0,1,1
54298,213014u,page1,8.5,2,1
54299,222282u,page2,8.0,2,2
54300,222282u,page3,8.0,1,1
54301,222282u,page4,6.0,1,1
54302,222282u,page1,3.75,4,3
54303,138722u,page1,0.0,1,1
54304,171199u,page1,24.0,1,1
54305,171199u,page2,7.0,1,1
54306,171199u,page3,7.0,1,1
54307,171199u,page4,6.0,1,1
54308,277402u,page1,33.0,1,1
54309,289080u,page3,16.0,1,1
54310,289080u,page1,7.0,1,1
54311,289080u,page2,4.0,1,1
54312,289080u,page4,4.0,1,1
54313,12670u,page1,3.0,1,1
54314,59116u,page1,2.0,1,1
54315,232171u,page1,13.0,2,1
54316,111706u,page1,38.0,1,1
54317,111706u,page2,11.0,1,1
54318,111706u,page3,6.0,1,1
54319,22387u,page1,9.0,1,1
54320,94493u,page3,8.0,3,3
54321,94493u,page1,7.33333333333,3,3
54322,94493u,page2,4.66666666667,3,3
54323,94493u,page4,4.66666666667,3,3
54324,211787u,page2,14.0,1,1
54325,211787u,page1,4.0,2,1
54326,239090u,page3,25.0,4,3
54327,239090u,page1,13.375,8,4
54328,239090u,page2,13.25,4,3
54329,239090u,page4,11.0,2,2
54330,141112u,page1,18.0,1,1
54331,141112u,page3,12.0,1,1
54332,141112u,page4,9.0,1,1
54333,141112u,page2,6.0,1,1
54334,74054u,page1,3.0,1,1
54335,47494u,page3,16.3333333333,3,3
54336,47494u,page1,16.25,4,3
54337,47494u,page2,11.0,4,3
54338,47494u,page4,9.33333333333,3,3
54339,295924u,page1,27.5,2,2
54340,295924u,page3,10.0,2,2
54341,295924u,page2,9.5,2,2
54342,295924u,page4,4.5,2,2
54343,63019u,page1,10.5,2,1
54344,100082u,page1,15.8,5,3
54345,100082u,page2,10.6666666667,3,2
54346,100082u,page3,7.0,1,1
54347,100082u,page4,5.0,1,1
54348,9703u,page1,9.0,1,1
54349,231095u,page1,0.0,2,1
54350,107312u,page1,16.0,1,1
54351,92806u,page1,14.8888888889,9,5
54352,92806u,page2,14.5,4,2
54353,48146u,page1,47.0,1,1
54354,48146u,page3,14.0,1,1
54355,48146u,page2,9.0,1,1
54356,48146u,page4,8.0,1,1
54357,137898u,page3,52.0,2,1
54358,137898u,page1,42.0,1,1
54359,137898u,page4,37.0,1,1
54360,137898u,page2,13.0,1,1
54361,182756u,page1,2.0,1,1
54362,200505u,page1,72.0,1,1
54363,225945u,page1,7.0,1,1
54364,2994u,page1,2.0,1,1
54365,109742u,page1,11.0,1,1
54366,192005u,page1,26.3333333333,3,3
54367,192005u,page3,11.0,2,2
54368,192005u,page4,9.0,1,1
54369,192005u,page2,8.0,2,2
54370,127499u,page1,21.0,1,1
54371,202979u,page1,4.0,1,1
54372,34756u,page1,0.0,1,1
54373,138807u,page1,10.75,4,2
54374,148211u,page1,8.5,2,1
54375,176501u,page2,15.0,1,1
54376,176501u,page1,7.5,2,1
54377,254556u,page1,2.0,1,1
54378,9896u,page1,11.0,1,1
54379,165046u,page1,2.0,1,1
54380,286331u,page1,7.0,1,1
54381,278966u,page1,25.0,1,1
54382,74197u,page1,27.3333333333,3,3
54383,74197u,page3,10.0,1,1
54384,74197u,page2,6.0,1,1
54385,74197u,page4,5.0,1,1
54386,80223u,page1,4.0,2,1
54387,209311u,page2,34.0,1,1
54388,209311u,page1,14.0,2,1
54389,62751u,page1,26.0,1,1
54390,34963u,page3,12.0,1,1
54391,34963u,page1,7.0,1,1
54392,34963u,page2,6.0,1,1
54393,34963u,page4,6.0,1,1
54394,28204u,page1,0.0,1,1
54395,8750u,page1,15.6666666667,3,3
54396,42950u,page1,17.0,2,1
54397,42950u,page2,7.0,1,1
54398,15040u,page1,2.0,1,1
54399,254590u,page3,9.0,1,1
54400,254590u,page1,5.0,1,1
54401,254590u,page2,3.0,1,1
54402,254590u,page4,3.0,1,1
54403,91314u,page1,3.5,2,1
54404,293447u,page1,1.5,2,2
54405,192543u,page4,51.0,1,1
54406,192543u,page3,12.0,2,1
54407,192543u,page1,8.4,5,4
54408,192543u,page2,6.0,2,1
54409,144872u,page3,60.0,1,1
54410,144872u,page1,17.5,2,1
54411,144872u,page4,12.0,1,1
54412,144872u,page2,6.0,1,1
54413,180883u,page1,24.0,1,1
54414,53376u,page3,12.0,1,1
54415,53376u,page2,11.0,1,1
54416,53376u,page1,7.0,1,1
54417,53376u,page4,3.0,1,1
54418,124723u,page2,38.5,2,2
54419,124723u,page3,14.0,2,2
54420,124723u,page4,12.5,2,2
54421,124723u,page1,8.0,2,2
54422,47861u,page1,51.0,1,1
54423,154872u,page1,4.0,1,1
54424,78471u,page3,25.0,1,1
54425,78471u,page2,12.8,5,3
54426,78471u,page1,12.2222222222,9,4
54427,78471u,page4,9.0,1,1
54428,235887u,page1,4.0,1,1
54429,211760u,page1,11.0,2,2
54430,230758u,page1,13.3333333333,3,1
54431,11867u,page3,9.0,10,3
54432,11867u,page1,6.4,5,4
54433,11867u,page2,6.0,6,4
54434,11867u,page4,2.0,3,3
54435,767u,page1,3.0,1,1
54436,141035u,page1,6.5,2,1
54437,150793u,page1,5.5,2,1
54438,158669u,page1,34.0,3,1
54439,158669u,page3,16.0,1,1
54440,158669u,page4,9.0,1,1
54441,158669u,page2,6.0,1,1
54442,180629u,page1,3.0,1,1
54443,284489u,page1,9.0,1,1
54444,195828u,page3,25.0,1,1
54445,195828u,page1,8.33333333333,3,1
54446,195828u,page2,8.0,2,1
54447,195828u,page4,8.0,1,1
54448,275544u,page1,25.6,6,4
54449,275544u,page3,14.0,1,1
54450,275544u,page4,12.0,1,1
54451,275544u,page2,8.66666666667,3,3
54452,286730u,page2,8.0,1,1
54453,286730u,page1,7.33333333333,3,2
54454,271215u,page1,16.0,3,3
54455,271215u,page3,9.5,2,1
54456,271215u,page4,7.0,1,1
54457,271215u,page2,5.0,1,1
54458,209408u,page3,8.0,1,1
54459,209408u,page1,8.0,1,1
54460,209408u,page4,4.0,1,1
54461,209408u,page2,3.0,1,1
54462,292496u,page1,6.5,2,1
54463,196230u,page3,42.5,2,2
54464,196230u,page1,19.5,2,2
54465,196230u,page2,9.5,2,2
54466,196230u,page4,5.0,2,2
54467,60493u,page3,6.0,2,2
54468,60493u,page1,4.33333333333,3,3
54469,60493u,page2,1.5,2,2
54470,60493u,page4,1.5,2,2
54471,4426u,page2,9.0,1,1
54472,4426u,page1,9.0,1,1
54473,4426u,page3,8.0,1,1
54474,4426u,page4,6.0,1,1
54475,161974u,page3,17.75,4,2
54476,161974u,page1,7.33333333333,6,3
54477,161974u,page2,3.0,4,3
54478,161974u,page4,3.0,2,2
54479,10641u,page3,11.5,3,3
54480,10641u,page1,5.33333333333,3,3
54481,10641u,page4,3.66666666667,3,2
54482,10641u,page2,3.33333333333,3,3
54483,66418u,page3,18.0,1,1
54484,66418u,page1,9.5,2,1
54485,66418u,page2,8.0,1,1
54486,66418u,page4,3.0,1,1
54487,34291u,page3,18.0,2,2
54488,34291u,page1,9.33333333333,3,3
54489,34291u,page2,6.5,2,2
54490,34291u,page4,6.0,2,2
54491,208595u,page1,137.0,2,2
54492,208595u,page3,31.5,2,2
54493,208595u,page2,6.5,2,2
54494,208595u,page4,5.5,2,2
54495,122206u,page1,9.0,1,1
54496,286476u,page1,12.0,1,1
54497,39315u,page3,7.0,2,2
54498,39315u,page1,6.5,2,2
54499,39315u,page4,3.5,2,2
54500,39315u,page2,2.5,2,2
54501,88048u,page3,16.75,4,1
54502,88048u,page2,9.33333333333,3,2
54503,88048u,page1,6.25,8,2
54504,86485u,page2,17.0,1,1
54505,86485u,page1,5.5,2,1
54506,222578u,page2,0.0,2,1
54507,222578u,page3,0.0,2,1
54508,222578u,page1,0.0,2,1
54509,222578u,page4,0.0,2,1
54510,805u,page1,6.0,1,1
54511,192102u,page1,7.0,1,1
54512,294216u,page1,17.0,1,1
54513,294216u,page3,9.0,1,1
54514,294216u,page2,5.0,1,1
54515,294216u,page4,3.0,1,1
54516,95040u,page1,14.0,2,1
54517,95040u,page3,10.0,1,1
54518,95040u,page2,4.0,1,1
54519,278329u,page1,6.0,1,1
54520,195348u,page1,72.0,3,2
54521,195348u,page3,8.0,2,2
54522,195348u,page4,5.5,2,2
54523,195348u,page2,4.0,2,2
54524,38963u,page1,94.0,1,1
54525,100739u,page1,8.0,2,1
54526,112723u,page1,3.0,1,1
54527,65366u,page1,7.0,1,1
54528,185167u,page1,13.0,1,1
54529,65716u,page1,3.0,1,1
54530,51803u,page1,5.0,1,1
54531,9572u,page1,35.0,1,1
54532,254850u,page1,46.0,1,1
54533,254850u,page3,14.0,1,1
54534,254850u,page2,3.0,1,1
54535,254850u,page4,3.0,1,1
54536,228845u,page1,15.5,2,1
54537,228845u,page3,11.0,1,1
54538,228845u,page4,6.0,1,1
54539,228845u,page2,5.0,1,1
54540,174414u,page2,21.0,1,1
54541,174414u,page1,5.0,3,2
54542,259248u,page3,46.0,1,1
54543,259248u,page4,16.0,1,1
54544,259248u,page1,12.25,4,3
54545,259248u,page2,5.0,3,2
54546,184710u,page1,3.0,1,1
54547,85840u,page1,4.0,1,1
54548,243964u,page3,14.0,1,1
54549,243964u,page4,7.0,1,1
54550,243964u,page1,6.0,2,2
54551,243964u,page2,5.5,2,2
54552,80702u,page1,1.0,2,2
54553,74922u,page1,16.0,1,1
54554,119388u,page1,2.0,1,1
54555,47422u,page2,0.0,1,1
54556,47422u,page3,0.0,1,1
54557,47422u,page1,0.0,1,1
54558,181277u,page1,0.0,1,1
54559,117423u,page1,40.5,2,2
54560,117423u,page2,31.0,1,1
54561,117423u,page4,21.0,1,1
54562,117423u,page3,12.0,1,1
54563,80131u,page1,40.5,2,2
54564,80131u,page3,26.0,2,2
54565,80131u,page4,20.0,2,2
54566,80131u,page2,5.5,2,2
54567,261598u,page3,8.0,1,1
54568,261598u,page1,5.0,1,1
54569,261598u,page2,4.0,1,1
54570,261598u,page4,0.0,1,1
54571,28691u,page3,9.0,1,1
54572,28691u,page1,9.0,3,1
54573,28691u,page2,8.5,2,1
54574,28691u,page4,8.0,1,1
54575,132054u,page1,49.0,1,1
54576,86468u,page1,10.0,1,1
54577,86468u,page3,8.0,1,1
54578,86468u,page4,5.0,1,1
54579,86468u,page2,3.0,1,1
54580,243772u,page1,13.0,1,1
54581,98408u,page1,25.6666666667,3,2
54582,141130u,page3,15.0,1,1
54583,141130u,page1,10.0,1,1
54584,141130u,page2,6.0,1,1
54585,141130u,page4,5.0,1,1
54586,255629u,page1,18.0,1,1
54587,256141u,page1,4.0,1,1
54588,42895u,page1,12.0,1,1
54589,42895u,page3,10.0,2,1
54590,42895u,page2,2.0,1,1
54591,42895u,page4,2.0,1,1
54592,203881u,page1,34.0,1,1
54593,203881u,page3,14.0,1,1
54594,203881u,page2,7.0,1,1
54595,203881u,page4,7.0,1,1
54596,147273u,page1,18.0,1,1
54597,299518u,page1,3.0,1,1
54598,279826u,page1,1.0,1,1
54599,1329u,page1,3.0,1,1
54600,48208u,page1,6.0,1,1
54601,169029u,page2,20.0,1,1
54602,169029u,page1,3.5,2,1
54603,119368u,page2,11.0,1,1
54604,119368u,page1,5.2,5,3
54605,144215u,page2,27.0,1,1
54606,144215u,page1,23.3333333333,3,1
54607,191342u,page1,53.0,1,1
54608,75325u,page3,10.0,1,1
54609,75325u,page4,8.0,1,1
54610,75325u,page2,7.5,2,1
54611,75325u,page1,6.5,2,1
54612,208359u,page1,7.5,2,1
54613,281697u,page1,3.0,1,1
54614,222466u,page1,11.0,1,1
54615,285566u,page2,26.0,2,2
54616,285566u,page1,20.0,4,2
54617,285566u,page3,14.0,1,1
54618,277283u,page1,3.0,1,1
54619,286374u,page3,6.0,3,3
54620,286374u,page1,5.33333333333,3,3
54621,286374u,page4,1.66666666667,3,3
54622,286374u,page2,1.33333333333,3,3
54623,246367u,page1,11.6363636364,11,8
54624,246367u,page3,10.0,3,3
54625,246367u,page2,7.2,5,5
54626,246367u,page4,5.33333333333,3,3
54627,92439u,page1,11.0,1,1
54628,145405u,page1,6.33333333333,3,1
54629,218403u,page1,6.5,2,1
54630,129007u,page1,17.5,2,1
54631,129007u,page4,9.0,1,1
54632,129007u,page3,8.0,1,1
54633,129007u,page2,7.0,2,1
54634,90657u,page1,11.0,2,2
54635,90657u,page4,11.0,1,1
54636,90657u,page3,8.75,4,2
54637,90657u,page2,6.5,2,2
54638,49268u,page1,1.5,2,1
54639,3128u,page3,103.0,1,1
54640,3128u,page2,14.0,2,1
54641,3128u,page1,13.8333333333,6,1
54642,3128u,page4,10.0,1,1
54643,153340u,page1,2.0,1,1
54644,85991u,page2,14.0,2,2
54645,85991u,page4,13.0,1,1
54646,85991u,page1,9.0,6,5
54647,85991u,page3,7.0,1,1
54648,224717u,page3,27.0,1,1
54649,224717u,page4,8.0,1,1
54650,224717u,page1,6.5,2,2
54651,224717u,page2,6.0,1,1
54652,166120u,page1,1.0,1,1
54653,152872u,page1,3.0,1,1
54654,89313u,page1,4.0,1,1
54655,111808u,page1,3.71428571429,7,7
54656,287279u,page1,19.5,2,2
54657,287279u,page4,14.0,2,2
54658,287279u,page3,13.0,2,2
54659,287279u,page2,10.5,2,2
54660,180504u,page1,3.0,2,2
54661,143860u,page1,11.0,1,1
54662,143860u,page3,9.0,1,1
54663,143860u,page4,6.0,1,1
54664,143860u,page2,4.0,1,1
54665,70843u,page1,1.0,1,1
54666,213937u,page1,10.0,1,1
54667,18013u,page1,20.5,4,4
54668,18013u,page3,15.0,3,3
54669,18013u,page2,9.33333333333,3,3
54670,18013u,page4,8.33333333333,3,3
54671,119016u,page1,4.5,2,1
54672,55875u,page1,133.0,1,1
54673,55875u,page3,12.0,1,1
54674,55875u,page2,5.0,1,1
54675,55875u,page4,4.0,1,1
54676,28319u,page1,54.0,1,1
54677,296529u,page1,21.0,1,1
54678,248011u,page1,0.0,2,1
54679,2781u,page1,14.0,1,1
54680,36420u,page1,12.0,1,1
54681,211213u,page1,11.5714285714,7,2
54682,211213u,page2,7.0,3,1
54683,79927u,page1,31.9565217391,32,22
54684,79927u,page3,26.0,3,1
54685,79927u,page2,6.2,5,3
54686,79927u,page4,5.0,1,1
54687,198580u,page4,31.0,1,1
54688,198580u,page1,29.0,1,1
54689,198580u,page3,8.0,1,1
54690,198580u,page2,6.0,1,1
54691,74017u,page1,15.5,2,2
54692,150484u,page3,53.0,1,1
54693,150484u,page1,13.0,1,1
54694,150484u,page2,10.0,1,1
54695,150484u,page4,3.0,1,1
54696,298234u,page3,14.0,1,1
54697,298234u,page1,8.0,1,1
54698,298234u,page2,4.0,1,1
54699,298234u,page4,3.0,1,1
54700,121205u,page1,20.0,3,2
54701,150553u,page1,24.0,2,1
54702,137877u,page1,4.0,1,1
54703,2433u,page1,8.0,1,1
54704,194990u,page1,35.4285714286,7,6
54705,194990u,page3,12.4,5,5
54706,194990u,page2,4.0,5,5
54707,194990u,page4,3.8,5,5
54708,166396u,page1,38.0,1,1
54709,166396u,page3,9.0,1,1
54710,166396u,page2,6.0,1,1
54711,166396u,page4,6.0,1,1
54712,216225u,page1,6.0,1,1
54713,211748u,page3,34.0,1,1
54714,211748u,page1,16.0,2,2
54715,211748u,page4,12.0,1,1
54716,211748u,page2,6.0,1,1
54717,48392u,page1,21.75,4,4
54718,48392u,page3,13.0,2,1
54719,48392u,page2,9.0,2,2
54720,48392u,page4,5.0,1,1
54721,294410u,page1,14.3333333333,3,2
54722,46236u,page1,16.5,4,3
54723,46236u,page4,8.5,2,2
54724,46236u,page3,6.5,2,2
54725,46236u,page2,2.0,2,2
54726,53398u,page1,187.0,2,1
54727,53398u,page3,15.0,1,1
54728,53398u,page2,9.0,1,1
54729,53398u,page4,6.0,1,1
54730,7348u,page3,29.5,2,2
54731,7348u,page1,23.0,2,2
54732,7348u,page4,12.0,2,2
54733,7348u,page2,4.66666666667,3,2
54734,8675u,page1,3.0,1,1
54735,113308u,page1,8.0,1,1
54736,243844u,page1,13.5,7,5
54737,243844u,page3,12.6666666667,3,3
54738,243844u,page4,5.33333333333,3,3
54739,243844u,page2,3.25,4,4
54740,51839u,page1,28.0,2,2
54741,51839u,page2,25.0,1,1
54742,129548u,page2,6.0,2,1
54743,129548u,page1,3.33333333333,3,1
54744,200358u,page1,9.25,4,3
54745,44698u,page1,12.0,1,1
54746,144102u,page1,12.0,1,1
54747,126962u,page2,7.0,1,1
54748,126962u,page1,5.0,3,3
54749,80872u,page1,98.0,1,1
54750,260269u,page1,5.0,1,1
54751,53415u,page1,24.0,1,1
54752,86923u,page1,18.5,2,2
54753,86923u,page3,12.0,1,1
54754,86923u,page4,12.0,1,1
54755,86923u,page2,3.0,1,1
54756,41950u,page1,13.0,3,1
54757,27041u,page1,9.0,1,1
54758,100938u,page1,9.0,1,1
54759,100938u,page3,8.0,1,1
54760,100938u,page2,5.0,1,1
54761,100938u,page4,3.0,1,1
54762,52247u,page1,4.0,1,1
54763,133253u,page1,10.0,1,1
54764,133253u,page3,9.0,1,1
54765,133253u,page2,7.0,1,1
54766,133253u,page4,6.0,1,1
54767,176175u,page3,12.5,2,1
54768,176175u,page1,11.0,1,1
54769,176175u,page2,6.0,1,1
54770,176175u,page4,2.0,1,1
54771,222772u,page1,15.75,4,3
54772,222772u,page3,12.0,1,1
54773,222772u,page2,7.5,2,1
54774,222772u,page4,0.0,1,1
54775,128049u,page3,16.0,1,1
54776,128049u,page1,6.0,1,1
54777,128049u,page2,5.0,1,1
54778,128049u,page4,4.0,1,1
54779,8472u,page1,32.0,1,1
54780,166392u,page1,9.0,1,1
54781,166388u,page1,15.5,2,2
54782,114228u,page1,6.0,1,1
54783,245033u,page1,0.0,1,1
54784,259228u,page1,3.0,1,1
54785,17315u,page1,32.0,3,3
54786,267357u,page1,8.0,3,2
54787,267357u,page3,7.0,1,1
54788,267357u,page2,5.0,1,1
54789,267357u,page4,4.0,1,1
54790,35043u,page1,11.0,1,1
54791,125824u,page3,6.0,1,1
54792,125824u,page1,4.5,2,2
54793,125824u,page4,3.0,1,1
54794,125824u,page2,2.0,1,1
54795,289617u,page1,14.6666666667,6,2
54796,113409u,page1,12.0,1,1
54797,237769u,page1,4.0,1,1
54798,93594u,page1,13.3333333333,3,3
54799,93594u,page3,8.5,2,2
54800,93594u,page4,7.5,2,2
54801,93594u,page2,4.5,2,2
54802,286559u,page1,19.0,1,1
54803,286559u,page2,8.0,1,1
54804,286559u,page3,8.0,1,1
54805,286559u,page4,5.0,1,1
54806,286548u,page3,5.5,4,3
54807,286548u,page1,4.25,4,3
54808,286548u,page4,3.75,4,3
54809,286548u,page2,2.5,4,3
54810,179607u,page3,12.5,2,1
54811,179607u,page2,10.5,2,1
54812,179607u,page1,7.33333333333,3,1
54813,179607u,page4,5.0,1,1
54814,267378u,page1,18.0,2,1
54815,267378u,page4,9.0,1,1
54816,267378u,page3,8.0,1,1
54817,267378u,page2,6.0,1,1
54818,274685u,page3,30.0,1,1
54819,274685u,page2,10.0,1,1
54820,274685u,page1,7.0,1,1
54821,270636u,page1,8.0,1,1
54822,190407u,page3,16.0,1,1
54823,190407u,page1,10.0,3,1
54824,190407u,page4,10.0,1,1
54825,190407u,page2,7.0,1,1
54826,70766u,page2,6.0,1,1
54827,70766u,page1,5.0,2,1
54828,224994u,page2,73.0,1,1
54829,224994u,page3,38.0,1,1
54830,224994u,page1,28.6,5,3
54831,224994u,page4,9.0,1,1
54832,164052u,page3,23.0,1,1
54833,164052u,page1,10.0,1,1
54834,164052u,page4,7.0,1,1
54835,164052u,page2,3.0,1,1
54836,214191u,page1,14.0,1,1
54837,30095u,page3,15.0,1,1
54838,30095u,page1,15.0,1,1
54839,30095u,page4,2.0,1,1
54840,30095u,page2,1.0,1,1
54841,272976u,page1,1.0,1,1
54842,231156u,page1,6.33333333333,3,3
54843,231156u,page3,5.0,3,3
54844,231156u,page4,3.66666666667,3,3
54845,231156u,page2,2.33333333333,3,3
54846,61908u,page1,2.0,1,1
54847,166840u,page1,10.0,1,1
54848,275031u,page1,0.0,1,1
54849,225443u,page1,89.6666666667,3,1
54850,225443u,page3,21.0,1,1
54851,225443u,page2,18.5,2,1
54852,225443u,page4,8.0,1,1
54853,253368u,page2,21.0,1,1
54854,253368u,page1,15.0,1,1
54855,291977u,page2,18.0,1,1
54856,291977u,page1,7.5,2,1
54857,237723u,page1,59.0,4,2
54858,237723u,page2,11.0,1,1
54859,237723u,page4,10.0,1,1
54860,237723u,page3,9.0,1,1
54861,45668u,page3,9.0,1,1
54862,45668u,page1,8.0,1,1
54863,45668u,page4,6.0,1,1
54864,45668u,page2,3.0,1,1
54865,139741u,page1,14.0,1,1
54866,263027u,page1,9.0,1,1
54867,19176u,page1,15.3,10,6
54868,19176u,page2,14.5,4,4
54869,19176u,page3,11.0,2,2
54870,19176u,page4,9.0,1,1
54871,297195u,page1,0.0,1,1
54872,231137u,page3,11.0,1,1
54873,231137u,page4,10.0,1,1
54874,231137u,page1,7.0,1,1
