identificador,ssoo,profundidad,avg_tiempo_pag1,vistas_pag1,vistas_unicas_pag1,avg_tiempo_pag2,vistas_pag2,vistas_unicas_pag2,avg_tiempo_pag3,vistas_pag3,vistas_unicas_pag3,avg_tiempo_pag4,vistas_pag4,vistas_unicas_pag4,sesiones,vistas,vistas_unicas,duracion_media_sesion,vistas_user_error,vistas_process_error,avg_tiempo_proceso,avg_tiempo_no_proceso,Y
236993u,1,1,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,405,103,651.272727273,0.0,0.0,10.0,641.272727273,0
237003u,1,1,20.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,121,49,90.7894736842,0.0,0.0,20.0,70.7894736842,0
237005u,1,2,14.0,2,1,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,207,66,139.428571429,0.0,0.0,43.0,96.428571429,0
237007u,1,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,153,44,1131.16666667,0.0,0.0,3.0,1128.16666667,0
237008u,0,4,11.25,4,3,5.0,3.0,3.0,11.5,2.0,2.0,2.5,2.0,2.0,32,499,178,192.15625,0.0,0.0,27.75,161.90625,1
23700u,1,4,9.75,4,4,8.5,2.0,2.0,15.0,2.0,2.0,8.5,2.0,2.0,48,277,126,171.5,0.0,0.0,33.25,129.75,1
237012u,1,4,20.0,1,1,4.0,1.0,1.0,24.0,1.0,1.0,20.0,1.0,1.0,2,51,21,481.5,0.0,0.0,48.0,413.5,1
237024u,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,195,99,108.411764706,0.0,0.0,0.0,108.411764706,0
237025u,0,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,570,270,62.9583333333,0.0,0.0,9.0,53.9583333333,0
237031u,1,1,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,250,76,116.318181818,0.0,0.0,15.0,101.318181818,0
23703u,1,1,9.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,141,44,811.875,0.0,0.0,9.0,802.875,0
237049u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279,2520,889,672.702508961,0.0,0.0,2.0,670.702508961,0
237050u,0,4,61.0,2,2,3.0,2.0,2.0,11.0,2.0,2.0,14.0,2.0,2.0,29,263,123,162.517241379,0.0,0.0,75.0,73.517241379,1
237051u,0,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,212,67,86.3,0.0,0.0,7.0,79.3,0
237058u,0,1,20.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,702,273,120.290909091,0.0,0.0,20.0,100.290909091,0
237064u,1,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,152,66,51.8461538462,0.0,0.0,8.0,43.8461538462,0
237067u,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,349,195,114.86,0.0,0.0,0.0,114.86,0
237077u,0,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,394,139,295.285714286,0.0,0.0,3.0,292.285714286,0
237081u,1,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,30,9,122.5,0.0,0.0,3.0,119.5,0
237097u,1,4,5.2,5,4,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,152,1461,625,293.223684211,0.0,0.0,11.2,279.023684211,1
237101u,0,4,11.5,4,4,2.66666666667,3.0,3.0,11.25,4.0,3.0,3.0,3.0,3.0,37,415,183,182.162162162,0.0,0.0,25.4166666667,153.745495495,1
237104u,0,4,6.5,2,2,3.5,2.0,2.0,12.0,2.0,2.0,5.0,2.0,2.0,63,413,202,120.0,0.0,0.0,22.0,93.0,1
237107u,1,4,15.0,3,3,4.66666666667,3.0,3.0,9.0,3.0,3.0,7.66666666667,3.0,3.0,18,209,101,209.833333333,0.0,0.0,28.6666666667,173.5,1
23710u,1,4,5.5,2,2,2.5,2.0,2.0,18.0,2.0,2.0,3.5,2.0,2.0,40,579,249,159.675,0.0,0.0,26.0,130.175,1
237123u,1,4,5.0,2,2,9.0,1.0,1.0,15.0,1.0,1.0,21.0,1.0,1.0,33,296,125,144.090909091,0.0,0.0,29.0,94.090909091,1
237126u,0,1,10.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,526,185,111.972222222,0.0,0.0,10.5,101.472222222,0
237149u,0,2,10.4285714286,7,3,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,134,1179,466,231.223880597,0.0,0.0,23.4285714286,207.795309168,0
23715u,1,4,24.375,8,3,4.375,8.0,3.0,124.066666667,15.0,3.0,7.33333333333,3.0,3.0,63,664,222,268.53968254,7.0,0.0,152.816666667,108.38968254,1
237164u,0,2,11.5,2,1,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59,645,255,174.711864407,0.0,0.0,22.5,152.211864407,0
237198u,1,4,5.11111111111,9,5,6.0,3.0,3.0,10.0,2.0,2.0,6.0,2.0,2.0,163,1252,437,106.926380368,0.0,0.0,21.1111111111,79.8152692569,1
237214u,1,4,9.0,17,9,6.46153846154,13.0,9.0,17.6470588235,17.0,9.0,22.75,8.0,8.0,56,546,187,247.625,5.0,0.0,33.108597285,191.766402715,1
237219u,0,1,780.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,374,188,156.580645161,0.0,0.0,780.0,-623.419354839,0
237226u,1,2,10.8,5,3,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68,538,216,245.941176471,0.0,0.0,17.8,228.141176471,0
237239u,1,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,226,81,109.666666667,0.0,0.0,4.0,105.666666667,0
237248u,1,1,46.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,440,187,153.723404255,0.0,0.0,46.0,107.723404255,0
237256u,1,1,9.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,286,91,188.35,0.0,0.0,9.0,179.35,0
237261u,0,1,25.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,221,100,251.833333333,0.0,0.0,25.0,226.833333333,0
237263u,0,4,9.33333333333,3,3,12.0,2.0,2.0,17.0,2.0,2.0,9.5,2.0,2.0,17,178,77,200.352941176,0.0,0.0,38.3333333333,152.519607843,1
23727u,0,4,7.0,1,1,4.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,123,1267,376,208.512195122,0.0,0.0,21.0,185.512195122,1
237284u,1,4,11.5,2,1,4.5,2.0,1.0,20.0,1.0,1.0,13.0,1.0,1.0,12,129,49,243.5,0.0,0.0,36.0,194.5,1
237290u,1,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,53,18,527.0,0.0,0.0,7.0,520.0,0
237293u,1,4,50.6,10,7,5.5,6.0,6.0,17.6666666667,6.0,6.0,10.0,6.0,6.0,24,553,205,709.583333333,0.0,0.0,73.7666666667,625.816666666,1
237294u,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,58,26,241.6,0.0,0.0,0.0,241.6,0
237297u,0,4,7.16666666667,6,5,6.42857142857,7.0,5.0,9.4,5.0,5.0,1.0,3.0,3.0,123,1204,588,191.048780488,0.0,0.0,22.9952380952,167.053542393,1
237301u,0,4,9.5,4,4,6.0,3.0,3.0,19.6666666667,3.0,3.0,5.66666666667,3.0,3.0,33,529,162,145.363636364,0.0,0.0,35.1666666667,104.530303031,1
237318u,0,4,7.33333333333,3,3,3.0,2.0,2.0,39.3333333333,3.0,2.0,4.5,2.0,2.0,18,123,72,59.8888888889,0.0,0.0,49.6666666666,5.72222222227,1
237338u,1,2,8.5,6,1,9.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30,301,117,413.6,0.0,0.0,18.0,395.6,0
237367u,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,207,79,153.481481481,0.0,0.0,0.0,153.481481481,0
237383u,1,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,881,351,189.06185567,0.0,0.0,8.0,181.06185567,0
237390u,1,1,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,97,21,1047.75,0.0,0.0,12.0,1035.75,0
237406u,0,4,6.0,1,1,2.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,102,887,412,146.205882353,0.0,0.0,15.0,129.205882353,1
237410u,1,4,4.5,2,2,2.5,2.0,2.0,11.0,3.0,2.0,3.0,2.0,2.0,56,396,175,144.964285714,1.0,0.0,18.0,123.964285714,1
237414u,1,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,818,277,227.825581395,0.0,0.0,2.0,225.825581395,0
237416u,1,1,7.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,319,142,706.5,0.0,0.0,7.0,699.5,0
23741u,1,2,10.0,5,2,9.66666666667,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19,141,60,74.1052631579,0.0,0.0,19.6666666667,54.4385964912,0
237422u,0,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,433,192,126.543478261,0.0,0.0,0.0,126.543478261,0
237424u,1,4,21.0,1,1,6.0,1.0,1.0,14.0,1.0,1.0,8.0,1.0,1.0,9,117,51,231.222222222,0.0,0.0,41.0,182.222222222,1
237435u,1,4,7.0,1,1,2.0,1.0,1.0,11.0,1.0,1.0,13.0,1.0,1.0,31,262,145,185.709677419,0.0,0.0,20.0,152.709677419,1
23743u,1,4,13.0,2,2,4.0,1.0,1.0,9.0,1.0,1.0,5.0,1.0,1.0,79,701,287,113.202531646,0.0,0.0,26.0,82.202531646,1
237457u,1,4,19.3333333333,3,3,7.66666666667,3.0,3.0,7.33333333333,3.0,3.0,7.66666666667,3.0,3.0,92,696,315,227.239130435,0.0,0.0,34.3333333333,185.239130435,1
237468u,0,4,9.0,2,2,3.0,1.0,1.0,10.0,1.0,1.0,3.0,1.0,1.0,148,825,426,183.25,0.0,0.0,22.0,158.25,1
237473u,0,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,401,137,395.32,0.0,0.0,0.0,395.32,0
237485u,0,3,23.6666666667,4,2,15.0,3.0,1.0,101.6,5.0,1.0,0.0,0.0,0.0,2,86,24,2011.0,0.0,0.0,140.266666667,1870.73333333,0
237503u,1,2,8.0,3,2,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36,332,149,125.777777778,0.0,0.0,21.0,104.777777778,0
237504u,1,1,24.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,115,41,244.076923077,0.0,0.0,24.0,220.076923077,0
237511u,1,2,21.0,2,1,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,179,1056,543,280.977653631,0.0,0.0,35.0,245.977653631,0
237532u,0,1,16.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,182,91,131.294117647,0.0,0.0,16.0,115.294117647,0
237539u,1,2,7.75,4,1,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42,443,140,148.357142857,0.0,0.0,22.75,125.607142857,0
237540u,1,1,21.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,515,187,178.603773585,0.0,0.0,21.0,157.603773585,0
237544u,1,2,6.28571428571,14,5,5.85714285714,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34,442,146,292.588235294,0.0,0.0,12.1428571428,280.445378151,0
237560u,1,1,54.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,1084,439,179.539772727,0.0,0.0,54.0,125.539772727,0
237562u,1,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,89,32,215.2,0.0,0.0,1.0,214.2,0
237572u,1,4,16.0,1,1,4.0,1.0,1.0,9.0,1.0,1.0,6.0,1.0,1.0,131,1226,461,292.297709924,0.0,0.0,29.0,257.297709924,1
237576u,1,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,197,75,264.1,0.0,0.0,8.0,256.1,0
237579u,1,1,0.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,157,32,450.0,0.0,0.0,0.0,450.0,0
237587u,1,4,7.71428571429,7,5,3.2,5.0,5.0,5.8,5.0,5.0,4.66666666667,3.0,3.0,23,305,119,508.782608696,0.0,0.0,16.7142857143,487.401656315,1
237589u,1,1,17.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,595,212,134.923076923,0.0,0.0,17.0,117.923076923,0
237592u,0,1,19.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,1276,536,94.244047619,0.0,0.0,19.0,75.244047619,0
23759u,0,1,23.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,527,217,157.677966102,0.0,0.0,23.0,134.677966102,0
237620u,0,1,48.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,198,82,290.764705882,0.0,0.0,48.0,242.764705882,0
237624u,0,4,5.125,8,8,3.0,7.0,7.0,8.71428571429,7.0,7.0,2.33333333333,7.0,7.0,99,971,414,104.02020202,0.0,0.0,16.8392857143,84.8475829724,1
237639u,1,2,8.5,2,1,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77,520,231,119.220779221,0.0,0.0,17.5,101.720779221,0
237642u,1,4,5.0,2,1,8.5,2.0,1.0,9.0,1.0,1.0,10.0,1.0,1.0,51,225,114,40.9411764706,0.0,0.0,22.5,8.4411764706,1
237668u,0,1,23.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,663,314,91.3896103896,0.0,0.0,23.0,68.3896103896,0
237673u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,596,262,80.7966101695,0.0,0.0,2.0,78.7966101695,0
237674u,1,4,11.5,2,1,4.0,1.0,1.0,9.0,1.0,1.0,3.0,1.0,1.0,16,203,93,124.375,0.0,0.0,24.5,96.875,1
237683u,1,1,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,719,257,259.781818182,0.0,0.0,12.0,247.781818182,0
23768u,0,4,34.0,1,1,6.0,1.0,1.0,15.0,1.0,1.0,19.0,1.0,1.0,37,363,126,119.189189189,0.0,0.0,55.0,45.189189189,1
237693u,0,4,8.0,1,1,2.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,1.0,37,484,208,287.783783784,0.0,0.0,18.0,266.783783784,1
237702u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,1037,316,260.75,0.0,0.0,2.0,258.75,0
237707u,0,1,27.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,482,143,496.884615385,0.0,0.0,27.0,469.884615385,0
237713u,1,4,21.75,4,4,10.0,1.0,1.0,9.0,1.0,1.0,4.0,1.0,1.0,77,709,252,219.467532468,0.0,0.0,40.75,174.717532468,1
237714u,0,4,10.0,1,1,4.0,1.0,1.0,12.0,1.0,1.0,5.0,1.0,1.0,54,470,209,112.351851852,0.0,0.0,26.0,81.351851852,1
237723u,1,4,59.0,4,2,11.0,1.0,1.0,9.0,1.0,1.0,10.0,1.0,1.0,68,386,193,157.441176471,0.0,0.0,79.0,68.441176471,1
237727u,1,4,12.25,4,1,8.33333333333,3.0,1.0,106.0,2.0,1.0,8.0,1.0,1.0,13,203,61,536.923076923,0.0,0.0,126.583333333,402.33974359,1
237741u,0,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,325,149,176.285714286,0.0,0.0,1.0,175.285714286,0
237743u,0,4,7.0,2,2,4.5,2.0,2.0,11.0,2.0,2.0,8.5,2.0,2.0,13,215,67,171.769230769,0.0,0.0,22.5,140.769230769,1
237749u,1,4,13.5,2,1,5.0,1.0,1.0,21.0,1.0,1.0,13.0,1.0,1.0,55,328,138,60.2727272727,0.0,0.0,39.5,7.7727272727,1
237753u,1,1,22.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,2014,735,203.568376068,0.0,0.0,22.0,181.568376068,0
237756u,1,4,14.8,5,2,8.0,4.0,2.0,15.5,2.0,2.0,10.0,2.0,2.0,3,86,23,654.0,0.0,0.0,38.3,605.7,1
237765u,0,1,5.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,746,236,305.0,0.0,0.0,5.0,300.0,0
237767u,0,4,35.0,1,1,4.0,1.0,1.0,13.0,3.0,1.0,5.0,1.0,1.0,22,288,127,242.772727273,0.0,0.0,52.0,185.772727273,1
237769u,1,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,207,54,281.538461538,0.0,0.0,4.0,277.538461538,0
237813u,1,1,17.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,208,82,249.344827586,0.0,0.0,17.0,232.344827586,0
237815u,0,1,18.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,394,148,50.0810810811,0.0,0.0,18.5,31.5810810811,0
237818u,1,4,25.0,1,1,8.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,1.0,5,54,25,196.6,0.0,0.0,40.0,148.6,1
237822u,0,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,515,253,122.044117647,0.0,0.0,1.0,121.044117647,0
237826u,1,4,3.66666666667,3,3,6.5,2.0,2.0,8.5,2.0,2.0,4.0,2.0,2.0,81,668,293,129.222222222,0.0,0.0,18.6666666667,106.555555555,1
237834u,0,4,7.2,5,4,2.0,5.0,4.0,10.2,5.0,4.0,2.4,5.0,4.0,74,586,257,83.5675675676,0.0,0.0,19.4,61.7675675676,1
237839u,1,1,14.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,91,49,143.444444444,0.0,0.0,14.0,129.444444444,0
237844u,0,1,31.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,535,201,223.148148148,0.0,0.0,31.0,192.148148148,0
237848u,1,4,7.0,1,1,4.0,1.0,1.0,14.0,1.0,1.0,6.0,1.0,1.0,33,148,84,34.1818181818,0.0,0.0,25.0,3.1818181818,1
237852u,1,4,14.0,1,1,4.0,1.0,1.0,31.0,1.0,1.0,7.0,1.0,1.0,57,422,170,158.438596491,0.0,0.0,49.0,102.438596491,1
237861u,0,1,17.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,214,69,700.727272727,0.0,0.0,17.0,683.727272727,0
237862u,1,2,67.0,2,1,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52,330,141,289.230769231,0.0,0.0,88.0,201.230769231,0
237865u,1,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,355,132,186.0,0.0,0.0,8.0,178.0,0
237885u,1,1,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,242,122,227.225806452,0.0,0.0,3.0,224.225806452,0
237887u,1,1,13.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,734,319,102.353658537,0.0,0.0,13.0,89.353658537,0
237898u,1,4,31.0,1,1,11.0,1.0,1.0,13.0,1.0,1.0,6.0,1.0,1.0,24,174,73,100.041666667,0.0,0.0,55.0,39.041666667,1
237903u,0,1,6.75,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,787,277,112.472222222,0.0,0.0,6.75,105.722222222,0
237904u,1,2,12.0,2,1,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,163,60,138.888888889,0.0,0.0,21.0,117.888888889,0
237906u,0,4,50.25,4,4,9.0,1.0,1.0,19.0,1.0,1.0,12.0,1.0,1.0,242,1840,793,278.785123967,0.0,0.0,78.25,188.535123967,1
237915u,0,3,0.0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,45,727,232,370.355555556,0.0,0.0,1.0,369.355555556,0
237940u,0,4,9.66666666667,3,2,9.0,2.0,2.0,10.5,2.0,2.0,3.5,2.0,2.0,42,613,223,120.380952381,0.0,0.0,29.1666666667,87.7142857143,1
237950u,1,1,16.25,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,490,167,146.541666667,0.0,0.0,16.25,130.291666667,0
237962u,1,4,86.9230769231,13,5,35.625,9.0,4.0,18.6,11.0,3.0,12.0,1.0,1.0,111,784,327,254.504504505,6.0,0.0,141.148076923,101.356427582,1
237964u,1,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,615,260,196.858695652,0.0,0.0,11.0,185.858695652,0
237975u,1,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,623,195,203.547169811,0.0,0.0,1.0,202.547169811,0
237976u,0,2,17.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160,768,408,83.3125,0.0,0.0,17.0,66.3125,0
237978u,1,4,6.6,5,2,6.0,3.0,2.0,9.0,1.0,1.0,2.0,1.0,1.0,56,422,171,113.910714286,0.0,0.0,21.6,90.310714286,1
237982u,1,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,124,65,29.7777777778,0.0,0.0,8.0,21.7777777778,0
237985u,0,1,15.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,786,373,173.959677419,0.0,0.0,15.0,158.959677419,0
237987u,0,4,18.5,2,2,11.0,2.0,2.0,8.25,4.0,2.0,2.5,2.0,2.0,56,305,157,322.714285714,0.0,0.0,37.75,282.464285714,1
237993u,1,4,19.75,4,4,7.5,4.0,4.0,13.0,4.0,4.0,5.75,4.0,4.0,65,400,169,308.923076923,0.0,0.0,40.25,262.923076923,1
237996u,1,4,26.0,2,2,7.0,2.0,2.0,8.5,2.0,2.0,8.5,2.0,2.0,11,185,82,338.454545455,0.0,0.0,41.5,288.454545455,1
238005u,1,1,11.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,377,142,158.818181818,0.0,0.0,11.0,147.818181818,0
238009u,0,4,18.0,1,1,7.0,1.0,1.0,7.0,1.0,1.0,6.0,1.0,1.0,75,520,257,113.866666667,0.0,0.0,32.0,75.866666667,1
238013u,1,4,7.5,2,2,2.5,2.0,2.0,13.3333333333,3.0,2.0,4.0,2.0,2.0,23,297,114,135.217391304,1.0,0.0,23.3333333333,107.884057971,1
238028u,1,4,7.33333333333,3,3,3.33333333333,3.0,3.0,16.6666666667,3.0,3.0,4.33333333333,3.0,3.0,70,611,234,200.7,0.0,0.0,27.3333333334,169.033333333,1
238030u,1,1,6.5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,581,127,545.15625,0.0,0.0,6.5,538.65625,0
23803u,1,4,14.0,1,1,4.0,1.0,1.0,10.0,1.0,1.0,5.0,1.0,1.0,143,1398,524,265.363636364,0.0,0.0,28.0,232.363636364,1
238046u,1,4,11.0,5,3,5.25,4.0,3.0,12.5,2.0,2.0,6.0,2.0,2.0,22,200,93,207.636363636,0.0,0.0,28.75,172.886363636,1
238047u,0,1,2.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,60,13,410.0,0.0,0.0,2.0,408.0,0
238054u,0,1,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,219,33,1584.33333333,0.0,0.0,4.0,1580.33333333,0
23805u,0,4,14.0,1,1,4.0,1.0,1.0,12.0,1.0,1.0,4.0,1.0,1.0,21,178,107,201.476190476,0.0,0.0,30.0,167.476190476,1
238060u,1,4,8.0,1,1,3.0,1.0,1.0,14.0,1.0,1.0,5.0,1.0,1.0,32,338,118,253.09375,0.0,0.0,25.0,223.09375,1
238067u,0,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,93,28,248.625,0.0,0.0,8.0,240.625,0
238083u,0,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,454,198,74.6071428571,0.0,0.0,8.0,66.6071428571,0
238101u,0,4,28.5,3,2,5.0,1.0,1.0,7.33333333333,3.0,1.0,5.0,1.0,1.0,13,289,108,197.615384615,0.0,0.0,40.8333333333,151.782051282,1
238114u,1,4,6.0,1,1,2.0,1.0,1.0,7.0,1.0,1.0,4.0,1.0,1.0,13,105,49,183.153846154,0.0,0.0,15.0,164.153846154,1
238125u,1,1,16.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,498,233,78.0,0.0,0.0,16.0,62.0,0
238133u,1,4,63.0,1,1,7.0,1.0,1.0,8.0,1.0,1.0,6.0,1.0,1.0,83,576,292,122.542168675,0.0,0.0,78.0,38.542168675,1
238150u,1,1,8.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,630,273,75.4473684211,0.0,0.0,8.0,67.4473684211,0
238204u,0,4,505.333333333,3,2,7.5,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,11,120,47,202.909090909,0.0,0.0,512.833333333,-309.924242424,1
238206u,1,1,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,313,107,247.740740741,0.0,0.0,7.0,240.740740741,0
238217u,1,2,0.0,4,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,70,22,334.75,0.0,0.0,0.0,334.75,0
238231u,1,4,11.0,1,1,7.0,1.0,1.0,32.0,1.0,1.0,6.0,1.0,1.0,45,279,137,56.3111111111,0.0,0.0,50.0,0.3111111111,1
238239u,0,4,14.3333333333,3,2,12.0,2.0,2.0,14.0,1.0,1.0,4.0,1.0,1.0,27,284,98,232.037037037,0.0,0.0,40.3333333333,187.703703704,1
23823u,1,2,114.333333333,3,1,78.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25,272,107,274.8,0.0,0.0,192.333333333,82.466666667,0
238270u,1,1,20.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,727,243,232.490909091,0.0,0.0,20.0,212.490909091,0
238272u,1,4,7.0,2,1,3.0,1.0,1.0,9.5,2.0,1.0,2.0,1.0,1.0,10,67,35,41.8,1.0,0.0,19.5,20.3,1
238305u,1,4,7.33333333333,3,1,3.5,2.0,1.0,14.0,1.0,1.0,4.0,1.0,1.0,5,110,36,124.0,0.0,0.0,24.8333333333,95.1666666667,1
